,MOF,Solv_remove,Formula,Type,Node-file
15689,ORIWET,ASR,Mn3,Type-1,ORIWET_ASR_pacman_node0
12584,OROJEM,FSR,Cu1,Type-1,OROJEM_FSR_pacman_node1
15816,OROJEM,FSR,Mo6,Type-1,OROJEM_FSR_pacman_node0
10601,ORUHAM,ASR,Cd1,Type-1,ORUHAM_ASR_pacman_node0
10602,ORUHAM,FSR,Cd1,Type-1,ORUHAM_FSR_pacman_node0
6414,ORUKET,ASR,C4Mg1O8,Type-1,ORUKET_ASR_pacman_node0
6143,ORUKET,FSR,C4H4Mg1O10,Type-1,ORUKET_FSR_pacman_node0
7491,ORULEU,ASR,C5Co3H1O11,Type-1,ORULEU_ASR_pacman_node0
3349,OSATIO,ASR,C2O4Zn1,Type-1,OSATIO_ASR_pacman_node0
2673,OSATIO,FSR,C2H2O5Zn1,Type-1,OSATIO_FSR_pacman_node0
14611,OSIKIL,ASR,I2Zn1,Type-1,OSIKIL_ASR_pacman_node0
14612,OSIKIL,FSR,I2Zn1,Type-1,OSIKIL_FSR_pacman_node0
17813,OSIVIX,ASR,Zn1,Type-1,OSIVIX_ASR_pacman_node0
17814,OSIVIX,FSR,Zn1,Type-1,OSIVIX_FSR_pacman_node0
133,OSIWOD01,ASR,Ag1,Type-1,OSIWOD01_ASR_pacman_node1
281,OSIWOD01,ASR,Ag2,Type-1,OSIWOD01_ASR_pacman_node0
134,OSIWOD01,FSR,Ag1,Type-1,OSIWOD01_FSR_pacman_node1
282,OSIWOD01,FSR,Ag2,Type-1,OSIWOD01_FSR_pacman_node0
135,OSIWUJ,ASR,Ag1,Type-1,OSIWUJ_ASR_pacman_node1
283,OSIWUJ,ASR,Ag2,Type-1,OSIWUJ_ASR_pacman_node0
136,OSIWUJ,FSR,Ag1,Type-1,OSIWUJ_FSR_pacman_node1
284,OSIWUJ,FSR,Ag2,Type-1,OSIWUJ_FSR_pacman_node0
137,OSIXEU,ASR,Ag1,Type-1,OSIXEU_ASR_pacman_node1
285,OSIXEU,ASR,Ag2,Type-1,OSIXEU_ASR_pacman_node0
138,OSIXEU,FSR,Ag1,Type-1,OSIXEU_FSR_pacman_node1
286,OSIXEU,FSR,Ag2,Type-1,OSIXEU_FSR_pacman_node0
139,OSIXIY,ASR,Ag1,Type-1,OSIXIY_ASR_pacman_node1
287,OSIXIY,ASR,Ag2,Type-1,OSIXIY_ASR_pacman_node0
140,OSIXIY,FSR,Ag1,Type-1,OSIXIY_FSR_pacman_node1
288,OSIXIY,FSR,Ag2,Type-1,OSIXIY_FSR_pacman_node0
10017,OSOKUF,ASR,C8H8O24Zr6,Type-1,OSOKUF_ASR_pacman_node0
1803,OSOMUH,ASR,C2Cd1O4,Type-1,OSOMUH_ASR_pacman_node0
4000,OSUVIJ,ASR,C3O6U1,Type-1,OSUVIJ_ASR_pacman_node0
4118,OSUVIJ,FSR,C3O8U1,Type-1,OSUVIJ_FSR_pacman_node0
3350,OTARIL,ASR,C2O4Zn1,Type-1,OTARIL_ASR_pacman_node0
3351,OTARIL,FSR,C2O4Zn1,Type-1,OTARIL_FSR_pacman_node0
16692,OTATOT,ASR,Tb1,Type-1,OTATOT_ASR_pacman_node0
16693,OTATOT,FSR,Tb1,Type-1,OTATOT_FSR_pacman_node0
14301,OTAVAH,ASR,Gd1,Type-1,OTAVAH_ASR_pacman_node0
14302,OTAVAH,FSR,Gd1,Type-1,OTAVAH_FSR_pacman_node0
14944,OTAVOV,ASR,La1,Type-1,OTAVOV_ASR_pacman_node0
14945,OTAVOV,FSR,La1,Type-1,OTAVOV_FSR_pacman_node0
13529,OTAVUB,ASR,Eu1,Type-1,OTAVUB_ASR_pacman_node0
13530,OTAVUB,FSR,Eu1,Type-1,OTAVUB_FSR_pacman_node0
3352,OTAWIR,ASR,C2O4Zn1,Type-1,OTAWIR_ASR_pacman_node0
2674,OTAWIR,FSR,C2H2O5Zn1,Type-1,OTAWIR_FSR_pacman_node0
15184,OTAXOX,ASR,Mg1,Type-1,OTAXOX_ASR_pacman_node1
15272,OTAXOX,ASR,Mg4,Type-1,OTAXOX_ASR_pacman_node0
15185,OTAXOX,FSR,Mg1,Type-1,OTAXOX_FSR_pacman_node1
15273,OTAXOX,FSR,Mg4,Type-1,OTAXOX_FSR_pacman_node0
584,OTECAT,ASR,Al8C12H4O28,Type-1,OTECAT_ASR_pacman_node0
589,OTECEX,ASR,Al8C12H8O32,Type-1,OTECEX_ASR_pacman_node0
590,OTECEX,FSR,Al8C12H8O32,Type-1,OTECEX_FSR_pacman_node0
600,OTECUN,ASR,Al8C16H8O40,Type-1,OTECUN_ASR_pacman_node0
601,OTECUN,FSR,Al8C16H8O40,Type-1,OTECUN_FSR_pacman_node0
585,OTEDEY,ASR,Al8C12H4O28,Type-2,OTEDEY_ASR_pacman_node0
586,OTEDEY,FSR,Al8C12H4O28,Type-2,OTEDEY_FSR_pacman_node0
591,OTEDOI,ASR,Al8C12H8O32,Type-1,OTEDOI_ASR_pacman_node0
592,OTEDOI,FSR,Al8C12H8O32,Type-1,OTEDOI_FSR_pacman_node0
587,OTEDUO,ASR,Al8C12H6O30,Type-1,OTEDUO_ASR_pacman_node0
588,OTEDUO,FSR,Al8C12H6O30,Type-1,OTEDUO_FSR_pacman_node0
14797,OTEGOL,ASR,In1,Type-1,OTEGOL_ASR_pacman_node0
14798,OTEGOL,FSR,In1,Type-1,OTEGOL_FSR_pacman_node0
14795,OTEGOL01,ASR,In1,Type-1,OTEGOL01_ASR_pacman_node0
14796,OTEGOL01,FSR,In1,Type-1,OTEGOL01_FSR_pacman_node0
14799,OTEGUR,ASR,In1,Type-1,OTEGUR_ASR_pacman_node0
14800,OTEGUR,FSR,In1,Type-1,OTEGUR_FSR_pacman_node0
1804,OTIPAK,ASR,C2Cd1O4,Type-1,OTIPAK_ASR_pacman_node0
1805,OTIPAK,FSR,C2Cd1O4,Type-1,OTIPAK_FSR_pacman_node0
15503,OTIPUE,ASR,Mn1,Type-1,OTIPUE_ASR_pacman_node0
15504,OTIPUE,FSR,Mn1,Type-1,OTIPUE_FSR_pacman_node0
15505,OTIQAL,ASR,Mn1,Type-1,OTIQAL_ASR_pacman_node0
15506,OTIQAL,FSR,Mn1,Type-1,OTIQAL_FSR_pacman_node0
15507,OTIQEP,ASR,Mn1,Type-1,OTIQEP_ASR_pacman_node0
15508,OTIQEP,FSR,Mn1,Type-1,OTIQEP_FSR_pacman_node0
3981,OTOLIU,ASR,C3O6Ti1,Type-1,OTOLIU_ASR_pacman_node0
3982,OTOLIU,FSR,C3O6Ti1,Type-1,OTOLIU_FSR_pacman_node0
10603,OTOVAW,ASR,Cd1,Type-1,OTOVAW_ASR_pacman_node0
10604,OTOVAW,FSR,Cd1,Type-1,OTOVAW_FSR_pacman_node0
11590,OTOVIE,ASR,Co1,Type-1,OTOVIE_ASR_pacman_node0
11591,OTOVIE,FSR,Co1,Type-1,OTOVIE_FSR_pacman_node0
6964,OTOZOO,ASR,C4O8Zn2,Type-1,OTOZOO_ASR_pacman_node0
6965,OTOZOO,FSR,C4O8Zn2,Type-1,OTOZOO_FSR_pacman_node0
1971,OTUXUX,ASR,C2Cd1O4,Type-3,OTUXUX_ASR_pacman_node0
1972,OTUXUX,FSR,C2Cd1O4,Type-3,OTUXUX_FSR_pacman_node0
5438,OVEDEA,ASR,C4Cu2O8,Type-1,OVEDEA_ASR_pacman_node0
13132,OVEDEA,ASR,Cu4I4,Type-1,OVEDEA_ASR_pacman_node1
5439,OVEDEA,FSR,C4Cu2O8,Type-1,OVEDEA_FSR_pacman_node0
13133,OVEDEA,FSR,Cu4I4,Type-1,OVEDEA_FSR_pacman_node1
7620,OVEHUT,ASR,C6Cd2O12,Type-1,OVEHUT_ASR_pacman_node0
7600,OVEHUT,FSR,C6Cd2H4O14,Type-1,OVEHUT_FSR_pacman_node0
6966,OVICUS,ASR,C4O8Zn2,Type-1,OVICUS_ASR_pacman_node0
6967,OVICUS,FSR,C4O8Zn2,Type-1,OVICUS_FSR_pacman_node0
17815,OVIHOR01,ASR,Zn1,Type-1,OVIHOR01_ASR_pacman_node0
17816,OVIHOR01,FSR,Zn1,Type-1,OVIHOR01_FSR_pacman_node0
17817,OVIHOR02,ASR,Zn1,Type-1,OVIHOR02_ASR_pacman_node0
17818,OVIHOR02,FSR,Zn1,Type-1,OVIHOR02_FSR_pacman_node0
6493,OVIZUP,ASR,C4Ni2O8,Type-1,OVIZUP_ASR_pacman_node0
13765,OVUDAL,ASR,F1U2,Type-1,OVUDAL_ASR_pacman_node0
16927,OVUDAL,ASR,U1,Type-1,OVUDAL_ASR_pacman_node1
13764,OVUDAL,FSR,F1O4U2,Type-1,OVUDAL_FSR_pacman_node0
14470,OVUDAL,FSR,H2O3U1,Type-1,OVUDAL_FSR_pacman_node1
1257,OWAVIS,ASR,C17H12N6O18Zn5,Type-1,OWAVIS_ASR_pacman_node0
4075,OWAVIS,ASR,C3O6Zn2,Type-1,OWAVIS_ASR_pacman_node1
1539,OWAVOY,ASR,C24H18N9O24Zn6,Type-1,OWAVOY_ASR_pacman_node0
1540,OWAVOY,FSR,C24H18N9O24Zn6,Type-1,OWAVOY_FSR_pacman_node0
9364,OWEBEA,ASR,C6O13Zn4,Type-1,OWEBEA_ASR_pacman_node0
11592,OWEYOF,ASR,Co1,Type-1,OWEYOF_ASR_pacman_node0
11593,OWEYOF,FSR,Co1,Type-1,OWEYOF_FSR_pacman_node0
14801,OWIHEJ,ASR,In1,Type-1,OWIHEJ_ASR_pacman_node0
14802,OWIHEJ,FSR,In1,Type-1,OWIHEJ_FSR_pacman_node0
14803,OWIHIN,ASR,In1,Type-1,OWIHIN_ASR_pacman_node0
14804,OWIHIN,FSR,In1,Type-1,OWIHIN_FSR_pacman_node0
14805,OWIHUZ,ASR,In1,Type-1,OWIHUZ_ASR_pacman_node0
14806,OWIHUZ,FSR,In1,Type-1,OWIHUZ_FSR_pacman_node0
14807,OWIJAH,ASR,In1,Type-1,OWIJAH_ASR_pacman_node0
14808,OWIJAH,FSR,In1,Type-1,OWIJAH_FSR_pacman_node0
14809,OWIJEL,ASR,In1,Type-1,OWIJEL_ASR_pacman_node0
14810,OWIJEL,FSR,In1,Type-1,OWIJEL_FSR_pacman_node0
14811,OWIJIP,ASR,In1,Type-1,OWIJIP_ASR_pacman_node0
14812,OWIJIP,FSR,In1,Type-1,OWIJIP_FSR_pacman_node0
14813,OWIJOV,ASR,In1,Type-1,OWIJOV_ASR_pacman_node0
14814,OWIJOV,FSR,In1,Type-1,OWIJOV_FSR_pacman_node0
17819,OWITAQ,ASR,Zn1,Type-1,OWITAQ_ASR_pacman_node0
17820,OWITAQ,FSR,Zn1,Type-1,OWITAQ_FSR_pacman_node0
15509,OWITIY,ASR,Mn1,Type-1,OWITIY_ASR_pacman_node0
15510,OWITIY,FSR,Mn1,Type-1,OWITIY_FSR_pacman_node0
16107,OWITOE,ASR,Ni1,Type-1,OWITOE_ASR_pacman_node0
16108,OWITOE,FSR,Ni1,Type-1,OWITOE_FSR_pacman_node0
13944,OWITUK,ASR,Fe1,Type-1,OWITUK_ASR_pacman_node0
13945,OWITUK,FSR,Fe1,Type-1,OWITUK_FSR_pacman_node0
17821,OWIVAS,ASR,Zn1,Type-1,OWIVAS_ASR_pacman_node0
17822,OWIVAS,FSR,Zn1,Type-1,OWIVAS_FSR_pacman_node0
15511,OWIVEW,ASR,Mn1,Type-1,OWIVEW_ASR_pacman_node0
15512,OWIVEW,FSR,Mn1,Type-1,OWIVEW_FSR_pacman_node0
6968,OWUBUG,ASR,C4O8Zn2,Type-1,OWUBUG_ASR_pacman_node1
8511,OWUBUG,ASR,C6H2O14Zn3,Type-1,OWUBUG_ASR_pacman_node0
6969,OWUBUG,FSR,C4O8Zn2,Type-1,OWUBUG_FSR_pacman_node1
8512,OWUBUG,FSR,C6H2O14Zn3,Type-1,OWUBUG_FSR_pacman_node0
6970,OWUCAN,ASR,C4O8Zn2,Type-1,OWUCAN_ASR_pacman_node1
8513,OWUCAN,ASR,C6H2O14Zn3,Type-1,OWUCAN_ASR_pacman_node0
6971,OWUCAN,FSR,C4O8Zn2,Type-1,OWUCAN_FSR_pacman_node1
8514,OWUCAN,FSR,C6H2O14Zn3,Type-1,OWUCAN_FSR_pacman_node0
6976,OWUCER,ASR,C4O8Zn2,Type-1,OWUCER_ASR_pacman_node1
8519,OWUCER,ASR,C6H2O14Zn3,Type-1,OWUCER_ASR_pacman_node0
6977,OWUCER,FSR,C4O8Zn2,Type-1,OWUCER_FSR_pacman_node1
8520,OWUCER,FSR,C6H2O14Zn3,Type-1,OWUCER_FSR_pacman_node0
6972,OWUCER01,ASR,C4O8Zn2,Type-1,OWUCER01_ASR_pacman_node1
8515,OWUCER01,ASR,C6H2O14Zn3,Type-1,OWUCER01_ASR_pacman_node0
6973,OWUCER01,FSR,C4O8Zn2,Type-1,OWUCER01_FSR_pacman_node1
8516,OWUCER01,FSR,C6H2O14Zn3,Type-1,OWUCER01_FSR_pacman_node0
6974,OWUCER02,ASR,C4O8Zn2,Type-1,OWUCER02_ASR_pacman_node1
8517,OWUCER02,ASR,C6H2O14Zn3,Type-1,OWUCER02_ASR_pacman_node0
6975,OWUCER02,FSR,C4O8Zn2,Type-1,OWUCER02_FSR_pacman_node1
8518,OWUCER02,FSR,C6H2O14Zn3,Type-1,OWUCER02_FSR_pacman_node0
6978,OWUHOF,ASR,C4O8Zn2,Type-1,OWUHOF_ASR_pacman_node0
6979,OWUHOF,FSR,C4O8Zn2,Type-1,OWUHOF_FSR_pacman_node0
1374,OWUWOU,ASR,C1Fe1O2,Type-1,OWUWOU_ASR_pacman_node1
3802,OWUWOU,ASR,C3Cd1O8,Type-1,OWUWOU_ASR_pacman_node0
9726,OXALAB,ASR,C8Co3O16,Type-1,OXALAB_ASR_pacman_node0
9727,OXALAB,FSR,C8Co3O16,Type-1,OXALAB_FSR_pacman_node0
10058,OXALEF,ASR,C8Mn3O16,Type-1,OXALEF_ASR_pacman_node0
10059,OXALEF,FSR,C8Mn3O16,Type-1,OXALEF_FSR_pacman_node0
9610,OXALIJ,ion,C8Cd3O16,Type-1,OXALIJ_ion_pacman_node0
17162,OXALOP,ASR,Y1,Type-1,OXALOP_ASR_pacman_node1
17179,OXALOP,ASR,Y2,Type-1,OXALOP_ASR_pacman_node0
13286,OXAMEG,ASR,Dy1,Type-1,OXAMEG_ASR_pacman_node1
13333,OXAMEG,ASR,Dy2,Type-1,OXAMEG_ASR_pacman_node0
4969,OXANUX,ASR,C4Co3H1O9,Type-1,OXANUX_ASR_pacman_node0
11594,OXAVUH,ion,Co1,Type-1,OXAVUH_ion_pacman_node1
11975,OXAVUH,ion,Co2,Type-1,OXAVUH_ion_pacman_node0
16366,OXAZIX,ASR,Pr2,Type-1,OXAZIX_ASR_pacman_node0
16367,OXAZIX,FSR,Pr2,Type-1,OXAZIX_FSR_pacman_node0
11595,OXECEC,ion,Co1,Type-1,OXECEC_ion_pacman_node1
11976,OXECEC,ion,Co2,Type-1,OXECEC_ion_pacman_node0
269,OXEVOE,ion,Ag1S2,Type-1,OXEVOE_ion_pacman_node0
10253,OXODAJ,ASR,C8O24Zr6,Type-1,OXODAJ_ASR_pacman_node0
10254,OXODEN,ASR,C8O24Zr6,Type-1,OXODEN_ASR_pacman_node0
994,OXOLAP,ASR,C12H4O32Zr6,Type-1,OXOLAP_ASR_pacman_node0
1143,OXOLIX,ASR,C12O32Zr6,Type-1,OXOLIX_ASR_pacman_node0
1144,OXOLIX,FSR,C12O32Zr6,Type-1,OXOLIX_FSR_pacman_node0
8995,OXOZUY,ASR,C6O12Tb2,Type-1,OXOZUY_ASR_pacman_node0
3353,OXUYOY,ASR,C2O4Zn1,Type-1,OXUYOY_ASR_pacman_node0
3354,OXUYOY,FSR,C2O4Zn1,Type-1,OXUYOY_FSR_pacman_node0
17823,OYAPOV,ASR,Zn1,Type-1,OYAPOV_ASR_pacman_node0
17824,OYAPOV,FSR,Zn1,Type-1,OYAPOV_FSR_pacman_node0
17825,OYAPUB,ASR,Zn1,Type-1,OYAPUB_ASR_pacman_node0
17826,OYAPUB,FSR,Zn1,Type-1,OYAPUB_FSR_pacman_node0
1119,OYAXEU,ASR,C12O32Y6,Type-1,OYAXEU_ASR_pacman_node0
12585,OYAXEU,ASR,Cu1,Type-1,OYAXEU_ASR_pacman_node1
1120,OYAXEU,FSR,C12O32Y6,Type-1,OYAXEU_FSR_pacman_node0
12586,OYAXEU,FSR,Cu1,Type-1,OYAXEU_FSR_pacman_node1
3355,OYEBIE,ASR,C2O4Zn1,Type-1,OYEBIE_ASR_pacman_node0
3356,OYEBIE,FSR,C2O4Zn1,Type-1,OYEBIE_FSR_pacman_node0
8002,OYERIV,ASR,C6Cr3O13,Type-1,OYERIV_ASR_pacman_node0
11142,OYERIV,ASR,Cl2Mn1,Type-1,OYERIV_ASR_pacman_node1
8003,OYERIV,FSR,C6Cr3O13,Type-1,OYERIV_FSR_pacman_node0
11143,OYERIV,FSR,Cl2Mn1,Type-1,OYERIV_FSR_pacman_node1
597,OYEWIA,ASR,Al8C12H8O32,Type-2,OYEWIA_ASR_pacman_node0
1451,OYODAI,ASR,C1O2Zn1,Type-1,OYODAI_ASR_pacman_node0
1452,OYODAI,FSR,C1O2Zn1,Type-1,OYODAI_FSR_pacman_node0
8904,OYUJUO,ASR,C6Ni3O13,Type-1,OYUJUO_ASR_pacman_node0
8905,OYUJUO,FSR,C6Ni3O13,Type-1,OYUJUO_FSR_pacman_node0
4948,OYUSAD,ASR,C4Co2O8Zn1,Type-1,OYUSAD_ASR_pacman_node0
4949,OYUSAD,FSR,C4Co2O8Zn1,Type-1,OYUSAD_FSR_pacman_node0
4034,OZAYIZ,ASR,C3O6Zn1,Type-1,OZAYIZ_ASR_pacman_node0
8875,OZETOF,ASR,C6Nd2O12,Type-2,OZETOF_ASR_pacman_node0
8435,OZETOF,FSR,C6H10Nd2O18,Type-1,OZETOF_FSR_pacman_node0
18620,OZICAE,ASR,Zr4,Type-1,OZICAE_ASR_pacman_node0
7432,OZIKAM,ASR,C4O8Zn3,Type-1,OZIKAM_ASR_pacman_node0
7433,OZIKAM,FSR,C4O8Zn3,Type-1,OZIKAM_FSR_pacman_node0
4076,OZOGAN,ASR,C3O6Zn2,Type-1,OZOGAN_ASR_pacman_node0
4077,OZOGAN,FSR,C3O6Zn2,Type-1,OZOGAN_FSR_pacman_node0
4851,OZOPEA,ASR,C4Co2O8,Type-2,OZOPEA_ASR_pacman_node0
4852,OZOPEA,FSR,C4Co2O8,Type-2,OZOPEA_FSR_pacman_node0
4853,OZOPIE,ASR,C4Co2O8,Type-2,OZOPIE_ASR_pacman_node0
4854,OZOPIE,FSR,C4Co2O8,Type-2,OZOPIE_FSR_pacman_node0
2930,OZOWIL,ASR,C2Ni1O4,Type-3,OZOWIL_ASR_pacman_node0
2649,OZOWIL,FSR,C2H2Ni1O5,Type-1,OZOWIL_FSR_pacman_node0
10126,OZUFIB,ASR,C8O16Tb2,Type-3,OZUFIB_ASR_pacman_node0
10011,OZUFIB,FSR,C8H8O20Tb2,Type-1,OZUFIB_FSR_pacman_node0
11125,OZUKOK,ASR,Cl2Cu2P2,Type-1,OZUKOK_ASR_pacman_node1
11169,OZUKOK,ASR,Cl4Cu4P8,Type-1,OZUKOK_ASR_pacman_node0
15690,OZUKOL,ASR,Mn3,Type-1,OZUKOL_ASR_pacman_node0
15691,OZUKOL,FSR,Mn3,Type-1,OZUKOL_FSR_pacman_node0
15692,OZUKUR,ASR,Mn3,Type-1,OZUKUR_ASR_pacman_node0
15693,OZUKUR,FSR,Mn3,Type-1,OZUKUR_FSR_pacman_node0
15694,OZULAY,ASR,Mn3,Type-1,OZULAY_ASR_pacman_node0
15695,OZULAY,FSR,Mn3,Type-1,OZULAY_FSR_pacman_node0
13038,OZULUS,ASR,Cu3,Type-1,OZULUS_ASR_pacman_node0
13039,OZULUS,FSR,Cu3,Type-1,OZULUS_FSR_pacman_node0
13042,OZUMAZ,ASR,Cu3,Type-1,OZUMAZ_ASR_pacman_node0
13043,OZUMAZ,FSR,Cu3,Type-1,OZUMAZ_FSR_pacman_node0
13040,OZUMAZ01,ASR,Cu3,Type-1,OZUMAZ01_ASR_pacman_node0
13041,OZUMAZ01,FSR,Cu3,Type-1,OZUMAZ01_FSR_pacman_node0
13044,OZUMIH,ASR,Cu3,Type-1,OZUMIH_ASR_pacman_node0
13045,OZUMIH,FSR,Cu3,Type-1,OZUMIH_FSR_pacman_node0
6980,PACDAC,ASR,C4O8Zn2,Type-1,PACDAC_ASR_pacman_node0
6981,PACDAC,FSR,C4O8Zn2,Type-1,PACDAC_FSR_pacman_node0
10327,PACGIM,ASR,C9O18Th2,Type-1,PACGIM_ASR_pacman_node0
10333,PACGIM,FSR,C9O20Th2,Type-1,PACGIM_FSR_pacman_node0
16388,PACZUQ,ASR,Pr2,Type-2,PACZUQ_ASR_pacman_node0
16389,PACZUQ,FSR,Pr2,Type-2,PACZUQ_FSR_pacman_node0
10605,PAFMUH,ASR,Cd1,Type-1,PAFMUH_ASR_pacman_node0
10606,PAFMUH,FSR,Cd1,Type-1,PAFMUH_FSR_pacman_node0
9576,PAFNES,ASR,C8Cd2H4N6O8,Type-1,PAFNES_ASR_pacman_node0
9577,PAFNES,FSR,C8Cd2H8N6O10,Type-1,PAFNES_FSR_pacman_node0
16281,PAFPAQ,ASR,O4Zn4,Type-1,PAFPAQ_ASR_pacman_node0
16282,PAFPAQ,FSR,O4Zn4,Type-1,PAFPAQ_FSR_pacman_node0
16109,PAGPAS,ASR,Ni1,Type-1,PAGPAS_ASR_pacman_node0
16110,PAGPAS,FSR,Ni1,Type-1,PAGPAS_FSR_pacman_node0
16399,PAGTEA,ASR,Pr6,Type-1,PAGTEA_ASR_pacman_node0
16400,PAGTEA,FSR,Pr6,Type-1,PAGTEA_FSR_pacman_node0
17827,PAJRUQ,ASR,Zn1,Type-1,PAJRUQ_ASR_pacman_node0
17828,PAJRUQ,FSR,Zn1,Type-1,PAJRUQ_FSR_pacman_node0
15670,PAMGIV,ASR,Mn2,Type-1,PAMGIV_ASR_pacman_node0
17829,PAMHES01,ASR,Zn1,Type-1,PAMHES01_ASR_pacman_node0
8127,PAMTII,ASR,C6Er2O20,Type-1,PAMTII_ASR_pacman_node0
8128,PAMTII,FSR,C6Er2O20,Type-1,PAMTII_FSR_pacman_node0
5440,PANTUX,ASR,C4Cu2O8,Type-1,PANTUX_ASR_pacman_node0
5441,PANTUX,FSR,C4Cu2O8,Type-1,PANTUX_FSR_pacman_node0
5857,PANYEL,ASR,C4Cu2O8,Type-2,PANYEL_ASR_pacman_node0
5858,PANYEL,FSR,C4Cu2O8,Type-2,PANYEL_FSR_pacman_node0
17830,PANYOU,ion,Zn1,Type-1,PANYOU_ion_pacman_node0
11596,PAPKAV,ASR,Co1,Type-1,PAPKAV_ASR_pacman_node0
11597,PAPKAV,FSR,Co1,Type-1,PAPKAV_FSR_pacman_node0
2436,PAPLUQ,ASR,C2Cu1O4,Type-1,PAPLUQ_ASR_pacman_node0
12587,PAPLUQ,ASR,Cu1,Type-1,PAPLUQ_ASR_pacman_node1
2437,PAPLUQ,FSR,C2Cu1O4,Type-1,PAPLUQ_FSR_pacman_node0
12588,PAPLUQ,FSR,Cu1,Type-1,PAPLUQ_FSR_pacman_node1
2438,PAPMAX,ASR,C2Cu1O4,Type-1,PAPMAX_ASR_pacman_node0
2367,PAPMAX,FSR,C2Cu1H2O5,Type-1,PAPMAX_FSR_pacman_node0
5472,PAPPAB,ASR,C4Cu2O8,Type-1,PAPPAB_ASR_pacman_node0
5473,PAPPAB,FSR,C4Cu2O8,Type-1,PAPPAB_FSR_pacman_node0
5442,PAPPAB01,ASR,C4Cu2O8,Type-1,PAPPAB01_ASR_pacman_node0
5443,PAPPAB01,FSR,C4Cu2O8,Type-1,PAPPAB01_FSR_pacman_node0
5444,PAPPAB02,ASR,C4Cu2O8,Type-1,PAPPAB02_ASR_pacman_node0
5445,PAPPAB02,FSR,C4Cu2O8,Type-1,PAPPAB02_FSR_pacman_node0
5446,PAPPAB03,ASR,C4Cu2O8,Type-1,PAPPAB03_ASR_pacman_node0
5447,PAPPAB03,FSR,C4Cu2O8,Type-1,PAPPAB03_FSR_pacman_node0
5448,PAPPAB04,ASR,C4Cu2O8,Type-1,PAPPAB04_ASR_pacman_node0
5449,PAPPAB04,FSR,C4Cu2O8,Type-1,PAPPAB04_FSR_pacman_node0
5450,PAPPAB05,ASR,C4Cu2O8,Type-1,PAPPAB05_ASR_pacman_node0
5451,PAPPAB05,FSR,C4Cu2O8,Type-1,PAPPAB05_FSR_pacman_node0
5452,PAPPAB06,ASR,C4Cu2O8,Type-1,PAPPAB06_ASR_pacman_node0
5453,PAPPAB06,FSR,C4Cu2O8,Type-1,PAPPAB06_FSR_pacman_node0
5454,PAPPAB07,ASR,C4Cu2O8,Type-1,PAPPAB07_ASR_pacman_node0
5455,PAPPAB07,FSR,C4Cu2O8,Type-1,PAPPAB07_FSR_pacman_node0
5456,PAPPAB08,ASR,C4Cu2O8,Type-1,PAPPAB08_ASR_pacman_node0
5457,PAPPAB08,FSR,C4Cu2O8,Type-1,PAPPAB08_FSR_pacman_node0
5458,PAPPAB09,ASR,C4Cu2O8,Type-1,PAPPAB09_ASR_pacman_node0
5459,PAPPAB09,FSR,C4Cu2O8,Type-1,PAPPAB09_FSR_pacman_node0
5460,PAPPAB10,ASR,C4Cu2O8,Type-1,PAPPAB10_ASR_pacman_node0
5461,PAPPAB10,FSR,C4Cu2O8,Type-1,PAPPAB10_FSR_pacman_node0
5462,PAPPAB11,ASR,C4Cu2O8,Type-1,PAPPAB11_ASR_pacman_node0
5463,PAPPAB11,FSR,C4Cu2O8,Type-1,PAPPAB11_FSR_pacman_node0
5464,PAPPAB12,ASR,C4Cu2O8,Type-1,PAPPAB12_ASR_pacman_node0
5465,PAPPAB12,FSR,C4Cu2O8,Type-1,PAPPAB12_FSR_pacman_node0
5466,PAPPAB13,ASR,C4Cu2O8,Type-1,PAPPAB13_ASR_pacman_node0
5467,PAPPAB13,FSR,C4Cu2O8,Type-1,PAPPAB13_FSR_pacman_node0
5468,PAPPAB14,ASR,C4Cu2O8,Type-1,PAPPAB14_ASR_pacman_node0
5469,PAPPAB14,FSR,C4Cu2O8,Type-1,PAPPAB14_FSR_pacman_node0
5470,PAPPAB15,ASR,C4Cu2O8,Type-1,PAPPAB15_ASR_pacman_node0
5471,PAPPAB15,FSR,C4Cu2O8,Type-1,PAPPAB15_FSR_pacman_node0
12589,PAPROO,ASR,Cu1,Type-1,PAPROO_ASR_pacman_node0
16694,PAPROO,ASR,Tb1,Type-1,PAPROO_ASR_pacman_node1
12590,PAPROO,FSR,Cu1,Type-1,PAPROO_FSR_pacman_node0
16695,PAPROO,FSR,Tb1,Type-1,PAPROO_FSR_pacman_node1
14946,PAPRUU,ASR,La1,Type-1,PAPRUU_ASR_pacman_node0
16111,PAPRUU,ASR,Ni1,Type-1,PAPRUU_ASR_pacman_node1
14947,PAPRUU,FSR,La1,Type-1,PAPRUU_FSR_pacman_node0
16112,PAPRUU,FSR,Ni1,Type-1,PAPRUU_FSR_pacman_node1
12591,PAQDAP,ASR,Cu1,Type-1,PAQDAP_ASR_pacman_node0
12592,PAQDAP,FSR,Cu1,Type-1,PAQDAP_FSR_pacman_node0
10952,PAQFIY,ASR,Cd4S4,Type-1,PAQFIY_ASR_pacman_node0
10953,PAQFIY,FSR,Cd4S4,Type-1,PAQFIY_FSR_pacman_node0
3357,PARFOG,ASR,C2O4Zn1,Type-1,PARFOG_ASR_pacman_node0
